# https://simplemaps.com/data/us-cities
"city","state_name","county_name"
"Williamsville","Illinois","Sangamon"
"Johnsonville","South Carolina","Florence"
"North Granby","Connecticut","Hartford"
"Oak Leaf","Texas","Ellis"
"La Alianza","Puerto Rico","Arecibo"
"Quinebaug","Connecticut","Windham"
"Babbitt","Minnesota","St. Louis"
"Lynchburg","Ohio","Highland"
"Glen Alpine","North Carolina","Burke"
"Blossburg","Pennsylvania","Tioga"
"Lone Star","Texas","Morris"
"Justice","Oklahoma","Rogers"
"Cannelton","Indiana","Perry"
"Warsaw","Illinois","Hancock"
"Wolfe City","Texas","Hunt"
"Paisley","Florida","Lake"
"Bunkerville","Nevada","Clark"
"Airport","California","Stanislaus"
"Belle","Missouri","Maries"
"Brilliant","Ohio","Jefferson"
"Porterdale","Georgia","Newton"
"Bismarck","Missouri","St. Francois"
"Pine Valley","California","San Diego"
"Parkston","South Dakota","Hutchinson"
"Montrose","Pennsylvania","Susquehanna"
"Wheeler","Texas","Wheeler"
"Home","Washington","Pierce"
"Webb","Alabama","Houston"
"Elizabeth","Pennsylvania","Allegheny"
"Bertram","Texas","Burnet"
"North Redington Beach","Florida","Pinellas"
"Birch Run","Michigan","Saginaw"
"Sandia Knolls","New Mexico","Bernalillo"
"San Antonio","Florida","Pasco"
"Groton","South Dakota","Brown"
"Bartolo","Puerto Rico","Río Grande"
"Pittsville","Maryland","Wicomico"
"Cordova","North Carolina","Richmond"
"Green Valley","California","Solano"
"Hebron","Nebraska","Thayer"
"Talahi Island","Georgia","Chatham"
"Freedom","Pennsylvania","Beaver"
"Monticello","Mississippi","Lawrence"
"Bridgeport","Nebraska","Morrill"
"Lebec","California","Kern"
"Monona","Iowa","Clayton"
"Interlachen","Florida","Putnam"
"Redington Beach","Florida","Pinellas"
"Bon Aqua Junction","Tennessee","Hickman"
"Richmond","Minnesota","Stearns"
"Victory Gardens","New Jersey","Morris"
"Navesink","New Jersey","Monmouth"
"Weldon","North Carolina","Halifax"
"South Palm Beach","Florida","Palm Beach"
"Porcupine","South Dakota","Oglala Lakota"
"Paonia","Colorado","Delta"
"Mayo","South Carolina","Spartanburg"
"Indian Shores","Florida","Pinellas"
"Benson","Utah","Cache"
"Colwich","Kansas","Sedgwick"
"Winchester","Illinois","Scott"
"Rockvale","Tennessee","Rutherford"
"Omao","Hawaii","Kauai"
"Radium Springs","New Mexico","Doña Ana"
"Plandome","New York","Nassau"
"Monument Hills","California","Yolo"
"Catawissa","Pennsylvania","Columbia"
"La Pryor","Texas","Zavala"
"Montello","Wisconsin","Marquette"
"Stamps","Arkansas","Lafayette"
"Brooklyn","Wisconsin","Green"
"Central Aguirre","Puerto Rico","Salinas"
"Somerville","Texas","Burleson"
"North Lewisburg","Ohio","Champaign"
"Big Bend","Wisconsin","Waukesha"
"Jackson Center","Ohio","Shelby"
"Marble Hill","Missouri","Bollinger"
"Burkesville","Kentucky","Cumberland"
"Mount Pulaski","Illinois","Logan"
"Fosston","Minnesota","Polk"
"Leland Grove","Illinois","Sangamon"
"Hastings","Florida","St. Johns"
"Hartington","Nebraska","Cedar"
"New Haven","West Virginia","Mason"
"Colfax","Louisiana","Grant"
"Ardmore","Alabama","Limestone"
"Cumberland Head","New York","Clinton"
"Akron","Iowa","Plymouth"
"Cambria","Illinois","Williamson"
"Malvern","Alabama","Geneva"
"Clermont","Indiana","Marion"
"Yaurel","Puerto Rico","Arroyo"
"Pine Grove Mills","Pennsylvania","Centre"
"Wilson","Wyoming","Teton"
"Garrison","North Dakota","McLean"
"Castleton-on-Hudson","New York","Rensselaer"
"Versailles","Pennsylvania","Allegheny"
"Wagon Wheel","Arizona","Navajo"
"Culver","Indiana","Marshall"
"Blue Ridge","Georgia","Fannin"
"Harrisville","Rhode Island","Providence"
"Brodheadsville","Pennsylvania","Monroe"
"Center Hill","Florida","Sumter"
"Lakewood Shores","Illinois","Will"
"South Windham","Connecticut","Windham"
"Dunnigan","California","Yolo"
"Slater","Iowa","Story"
"Perryville","Arkansas","Perry"
"Fort Recovery","Ohio","Mercer"
"Wauregan","Connecticut","Windham"
"Sutton-Alpine","Alaska","Matanuska-Susitna"
"Head of the Harbor","New York","Suffolk"
"Burns","Tennessee","Dickson"
"South Coatesville","Pennsylvania","Chester"
"Newton","Alabama","Dale"
"Mineville","New York","Essex"
"Somerset","Ohio","Perry"
"Eatons Neck","New York","Suffolk"
"Shorewood-Tower Hills-Harbert","Michigan","Berrien"
"China Spring","Texas","McLennan"
"Whitmire","South Carolina","Newberry"
"Towanda","Kansas","Butler"
"Lake Catherine","Illinois","Lake"
"Blades","Delaware","Sussex"
"Gower","Missouri","Clinton"
"Crump","Tennessee","Hardin"
"Cleveland","Wisconsin","Manitowoc"
"Colmar Manor","Maryland","Prince George's"
"Pine Prairie","Louisiana","Evangeline"
"Benítez","Puerto Rico","Canóvanas"
"Lexington","Mississippi","Holmes"
"Fivepointville","Pennsylvania","Lancaster"
"Roaming Shores","Ohio","Ashtabula"
"Billington Heights","New York","Erie"
"Sugar City","Idaho","Madison"
"Bryson City","North Carolina","Swain"
"Bangor","Wisconsin","La Crosse"
"Bremen","Ohio","Fairfield"
"Monarch Mill","South Carolina","Union"
"Burton","Ohio","Geauga"
"Navajo","New Mexico","McKinley"
"Guayabal","Puerto Rico","Juana Díaz"
"Dixon","Missouri","Pulaski"
"Paul","Idaho","Minidoka"
"Stony Prairie","Ohio","Sandusky"
"Kimball","Tennessee","Marion"
"Dassel","Minnesota","Meeker"
"Fox Lake","Wisconsin","Dodge"
"Woodward","Iowa","Dallas"
"Vernon Valley","New Jersey","Sussex"
"Leoti","Kansas","Wichita"
"Batesville","Texas","Zavala"
"El Ojo","Puerto Rico","Santa Isabel"
"Ackerman","Mississippi","Choctaw"
"Dunlap","Illinois","Peoria"
"Rural Retreat","Virginia","Wythe"
"Westlake","Florida","Palm Beach"
"West Liberty","West Virginia","Ohio"
"Irwindale","California","Los Angeles"
"Hudson","Pennsylvania","Luzerne"
"Walford","Iowa","Benton"
"Koontz Lake","Indiana","Starke"
"Friedens","Pennsylvania","Somerset"
"Ash Grove","Missouri","Greene"
"Harleigh","Pennsylvania","Luzerne"
"Grapeland","Texas","Houston"
"Buttonwillow","California","Kern"
"Ortonville","Michigan","Oakland"
"Awendaw","South Carolina","Charleston"
"Woxall","Pennsylvania","Montgomery"
"Raubsville","Pennsylvania","Northampton"
"Edgar","Wisconsin","Marathon"
"Arlington","Ohio","Hancock"
"Woodbranch","Texas","Montgomery"
"Fayette","Iowa","Fayette"
"Dover","Arkansas","Pope"
"Vienna","Illinois","Johnson"
"Girardville","Pennsylvania","Schuylkill"
"Northwest Ithaca","New York","Tompkins"
"Hoback","Wyoming","Teton"
"Purdy","Washington","Pierce"
"Saxonburg","Pennsylvania","Butler"
"Keshena","Wisconsin","Menominee"
"Cut and Shoot","Texas","Montgomery"
"Grand Isle","Louisiana","Jefferson"
"Rotan","Texas","Fisher"
"Laflin","Pennsylvania","Luzerne"
"Dunnstown","Pennsylvania","Clinton"
"Huntington Bay","New York","Suffolk"
"Pinetop Country Club","Arizona","Navajo"
"Queens Gate","Pennsylvania","York"
"State Center","Iowa","Marshall"
"Fayette","Mississippi","Jefferson"
"Ivanhoe","Texas","Tyler"
"Gretna","Florida","Gadsden"
"Queen City","Texas","Cass"
"Hurley","Wisconsin","Iron"
"Virginia","Illinois","Cass"
"Terre Hill","Pennsylvania","Lancaster"
"St. Peter","Wisconsin","Fond du Lac"
"Roxana","Illinois","Madison"
"Sutton","Nebraska","Clay"
"Chappaqua","New York","Westchester"
"Corning","Iowa","Adams"
"Iota","Louisiana","Acadia"
"Darmstadt","Indiana","Vanderburgh"
"Noank","Connecticut","New London"
"Oakdale","Pennsylvania","Allegheny"
"Tarkio","Missouri","Atchison"
"West Conshohocken","Pennsylvania","Montgomery"
"Fort Benton","Montana","Chouteau"
"Flatonia","Texas","Fayette"
"Capitan","New Mexico","Lincoln"
"Forest","Ohio","Hardin"
"Las Ollas","Puerto Rico","Santa Isabel"
"Mancos","Colorado","Montezuma"
"Cinnamon Lake","Ohio","Ashland"
"Cassville","West Virginia","Monongalia"
"Fennville","Michigan","Allegan"
"Tylertown","Mississippi","Walthall"
"Winlock","Washington","Lewis"
"Piedra Gorda","Puerto Rico","Camuy"
"La Vernia","Texas","Wilson"
"Washington Mills","New York","Oneida"
"Thompson Falls","Montana","Sanders"
"Chatham","Virginia","Pittsylvania"
"Midpines","California","Mariposa"
"Castle Hill","California","Contra Costa"
"Mountain Village","Colorado","San Miguel"
"Taos Pueblo","New Mexico","Taos"
"Sundown","Texas","Hockley"
"Chevy Chase Heights","Pennsylvania","Indiana"
"Cadott","Wisconsin","Chippewa"
"Langhorne Manor","Pennsylvania","Bucks"
"West Baraboo","Wisconsin","Sauk"
"Centreville","Mississippi","Wilkinson"
"Westport","Indiana","Decatur"
"Presquille","Louisiana","Terrebonne"
"Ten Mile Run","New Jersey","Somerset"
"Greenville","Virginia","Augusta"
"Greenwich","Ohio","Huron"
"Stanton","Michigan","Montcalm"
"Benld","Illinois","Macoupin"
"Oakland","Pennsylvania","Cambria"
"Eldridge","California","Sonoma"
"Manning","Iowa","Carroll"
"New Beaver","Pennsylvania","Lawrence"
"Darrington","Washington","Snohomish"
"Stapleton","Alabama","Baldwin"
"Linntown","Pennsylvania","Union"
"Celina","Tennessee","Clay"
"Walls","Mississippi","DeSoto"
"Pemberville","Ohio","Wood"
"Arma","Kansas","Crawford"
"Morris","Oklahoma","Okmulgee"
"Moody","Texas","McLennan"
"Rustburg","Virginia","Campbell"
"Black Earth","Wisconsin","Dane"
"San Antonio","Puerto Rico","Quebradillas"
"The Pinehills","Massachusetts","Plymouth"
"Logan","Iowa","Harrison"
"Red Lake Falls","Minnesota","Red Lake"
"Bonduel","Wisconsin","Shawano"
"Pine Mountain","Georgia","Harris"
"Biltmore Forest","North Carolina","Buncombe"
"Rockaway Beach","Oregon","Tillamook"
"Aristocrat Ranchettes","Colorado","Weld"
"Olmito","Texas","Cameron"
"Chesterfield","South Carolina","Chesterfield"
"Helena","Oklahoma","Alfalfa"
"Chesapeake","West Virginia","Kanawha"
"Clintondale","New York","Ulster"
"Felton","Delaware","Kent"
"Verona","Kentucky","Boone"
"Hico","Texas","Hamilton"
"San Rafael","New Mexico","Cibola"
"Pilot Mountain","North Carolina","Surry"
"Mount Gay-Shamrock","West Virginia","Logan"
"Montezuma","Iowa","Poweshiek"
"Sweet Springs","Missouri","Saline"
"Big Sandy","Texas","Upshur"
"Raleigh","Mississippi","Smith"
"Coloma","Michigan","Berrien"
"Woodsboro","Texas","Refugio"
"Earlham","Iowa","Madison"
"Dillsboro","Indiana","Dearborn"
"Hill City","Kansas","Graham"
"Lake Brownwood","Texas","Brown"
"Cedarville","Arkansas","Crawford"
"Guthrie","Kentucky","Todd"
"Janesville","California","Lassen"
"Atglen","Pennsylvania","Chester"
"Millers Creek","North Carolina","Wilkes"
"Claremont","North Carolina","Catawba"
"South Woodstock","Connecticut","Windham"
"Sand Lake","Michigan","Iosco"
"Lomas","Puerto Rico","Canóvanas"
"Worthington","Indiana","Greene"
"Cornell","Wisconsin","Chippewa"
"Glade Spring","Virginia","Washington"
"Bagley","Minnesota","Clearwater"
"Benavides","Texas","Duval"
"Millbrook","New York","Dutchess"
"Centreville","Michigan","St. Joseph"
"Silver Lake","Kansas","Shawnee"
"Eureka","Montana","Lincoln"
"Dunes City","Oregon","Lane"
"Hubbard","Texas","Hill"
"Harwich Center","Massachusetts","Barnstable"
"Great River","New York","Suffolk"
"Shortsville","New York","Ontario"
"Bay City","Oregon","Tillamook"
"Bryn Athyn","Pennsylvania","Montgomery"
"Serenada","Texas","Williamson"
"Menard","Texas","Menard"
"St. Elmo","Illinois","Fayette"
"Greenland","Arkansas","Washington"
"Fall Branch","Tennessee","Washington"
"Brookfield Center","Ohio","Trumbull"
"Kingsley","Iowa","Plymouth"
"Crystal Lakes","Ohio","Clark"
"Shenandoah Heights","Pennsylvania","Schuylkill"
"Markesan","Wisconsin","Green Lake"
"Pelzer","South Carolina","Anderson"
"Twin Grove","Illinois","McLean"
"Dawson","Minnesota","Lac qui Parle"
"Philo","Illinois","Champaign"
"New California","Ohio","Union"
"Lake Waccamaw","North Carolina","Columbus"
"Crainville","Illinois","Williamson"
"Avondale","Pennsylvania","Chester"
"North DeLand","Florida","Volusia"
"Vanceburg","Kentucky","Lewis"
"Madison","Minnesota","Lac qui Parle"
"Brooklyn","Iowa","Poweshiek"
"Whitley City","Kentucky","McCreary"
"Falling Waters","West Virginia","Berkeley"
"Pioneer","Ohio","Williams"
"Beaver","Oklahoma","Beaver"
"Wetherington","Ohio","Butler"
"Avon","Pennsylvania","Lebanon"
"Moose Wilson Road","Wyoming","Teton"
"New Windsor","Maryland","Carroll"
"Aetna Estates","Colorado","Arapahoe"
"Gridley","Illinois","McLean"
"Princeton","North Carolina","Johnston"
"Montague","California","Siskiyou"
"Indian Hills","Colorado","Jefferson"
"South Carthage","Tennessee","Smith"
"Bel-Nor","Missouri","St. Louis"
"Tracy City","Tennessee","Grundy"
"Rome City","Indiana","Noble"
"Sackets Harbor","New York","Jefferson"
"Buffalo","South Carolina","Union"
"Mendon","Utah","Cache"
"Luna Pier","Michigan","Monroe"
"Lake Lorelei","Ohio","Brown"
"Elmore","Ohio","Ottawa"
"Cleora","Oklahoma","Delaware"
"Edison","Georgia","Calhoun"
"Mountain Mesa","California","Kern"
"Middletown","Virginia","Frederick"
"Locust Grove","Oklahoma","Mayes"
"Pomeroy","Washington","Garfield"
"Brocton","New York","Chautauqua"
"Bruceton","Tennessee","Carroll"
"Wellman","Iowa","Washington"
"Irwin","South Carolina","Lancaster"
"Clarks Green","Pennsylvania","Lackawanna"
"Olivet","New Jersey","Salem"
"Milford","Utah","Beaver"
"Donovan Estates","Arizona","Yuma"
"Salina","Oklahoma","Mayes"
"Durand","Illinois","Winnebago"
"Kilmarnock","Virginia","Lancaster"
"Palmarejo","Puerto Rico","Lajas"
"Hillsboro","Wisconsin","Vernon"
"Five Points","Florida","Columbia"
"Loving","New Mexico","Eddy"
"Surrey","North Dakota","Ward"
"New Castle Northwest","Pennsylvania","Lawrence"
"Apache","Oklahoma","Caddo"
"Flomaton","Alabama","Escambia"
"Yorktown Heights","New York","Westchester"
"Gasport","New York","Niagara"
"West Marion","North Carolina","McDowell"
"Frazee","Minnesota","Becker"
"Russellton","Pennsylvania","Allegheny"
"Woodway","Washington","Snohomish"
"Moodus","Connecticut","Middlesex"
"Rice","Minnesota","Benton"
"Parsons","West Virginia","Tucker"
"Elmo","Texas","Kaufman"
"Wolf Creek","Utah","Weber"
"New Pekin","Indiana","Washington"
"Williams","Oregon","Josephine"
"Lakeshire","Missouri","St. Louis"
"Lenox","Iowa","Taylor"
"New Sarpy","Louisiana","St. Charles"
"Shoemakersville","Pennsylvania","Berks"
"Mishicot","Wisconsin","Manitowoc"
"Allendale","California","Solano"
"Blawnox","Pennsylvania","Allegheny"
"White Cloud","Michigan","Newaygo"
"Kingsford Heights","Indiana","LaPorte"
"Pioneer","California","Amador"
"East Griffin","Georgia","Spalding"
"Mashpee Neck","Massachusetts","Barnstable"
"Woodbine","Iowa","Harrison"
"The Hideout","Pennsylvania","Wayne"
"Odon","Indiana","Daviess"
"Mount Wolf","Pennsylvania","York"
"Adams Center","New York","Jefferson"
"Swepsonville","North Carolina","Alamance"
"Hackberry","Louisiana","Cameron"
"Tatum","Texas","Rusk"
"Bedford","Iowa","Taylor"
"Lewiston","California","Trinity"
"Grandview","Illinois","Sangamon"
"Standish","Michigan","Arenac"
"Tallaboa Alta","Puerto Rico","Peñuelas"
"Pelahatchie","Mississippi","Rankin"
"Sanborn","Iowa","O'Brien"
"Gardner","Illinois","Grundy"
"Lone Tree","Iowa","Johnson"
"Masonville","Kentucky","Daviess"
"Auburn","Kentucky","Logan"
"Schwenksville","Pennsylvania","Montgomery"
"Duenweg","Missouri","Jasper"
"Wildwood","Texas","Hardin"
"Stanleytown","Virginia","Henry"
"Salome","Arizona","La Paz"
"Fayetteville","Alabama","Talladega"
"Watts Mills","South Carolina","Laurens"
"West Yellowstone","Montana","Gallatin"
"Shoal Creek","Alabama","Shelby"
"Gleason","Tennessee","Weakley"
"New Market","Tennessee","Jefferson"
"Springfield","Colorado","Baca"
"Olla","Louisiana","LaSalle"
"Maury","North Carolina","Greene"
"Youngsville","North Carolina","Franklin"
"Tubac","Arizona","Santa Cruz"
"Buchanan Dam","Texas","Llano"
"Godley","Texas","Johnson"
"Cypress Quarters","Florida","Okeechobee"
"Glyndon","Minnesota","Clay"
"Cactus Flats","Arizona","Graham"
"Kincaid","Illinois","Christian"
"Exmore","Virginia","Northampton"
"Vernon Center","New Jersey","Sussex"
"Oblong","Illinois","Crawford"
"Glen Dale","West Virginia","Marshall"
"St. Leo","Florida","Pasco"
"Northville","New York","Suffolk"
"Ringgold","Louisiana","Bienville"
"Holstein","Iowa","Ida"
"Mound Bayou","Mississippi","Bolivar"
"Fort Ashby","West Virginia","Mineral"
"Apple Mountain Lake","Virginia","Warren"
"Carbondale","Kansas","Osage"
"Heidelberg","Texas","Hidalgo"
"Sleepy Hollow","Wyoming","Campbell"
"Oakland","Missouri","St. Louis"
"Bell Acres","Pennsylvania","Allegheny"
"Vian","Oklahoma","Sequoyah"
"Eaton Estates","Ohio","Lorain"
"Marmet","West Virginia","Kanawha"
"Mancelona","Michigan","Antrim"
"Centennial Park","Arizona","Mohave"
"Parcelas La Milagrosa","Puerto Rico","Cidra"
"Glide","Oregon","Douglas"
"Pierz","Minnesota","Morrison"
"Maple Park","Illinois","Kane"
"Reese","Michigan","Tuscola"
"Lluveras","Puerto Rico","Sabana Grande"
"Holiday Valley","Ohio","Clark"
"Tsaile","Arizona","Apache"
"Crystal Falls","Michigan","Iron"
"Walnut Grove","California","Sacramento"
"Grayson","California","Stanislaus"
"Wakefield","Nebraska","Dixon"
"Valencia","Pennsylvania","Butler"
"Panama","Oklahoma","Le Flore"
"Capron","Illinois","Boone"
"Leupp","Arizona","Coconino"
"Clarendon","Arkansas","Monroe"
"Callahan","Florida","Nassau"
"Velda City","Missouri","St. Louis"
"La Croft","Ohio","Columbiana"
"Okawville","Illinois","Washington"
"Skidmore","Texas","Bee"
"Lake Marcel-Stillwater","Washington","King"
"Tripoli","Iowa","Bremer"
"Montgomery","Texas","Montgomery"
"Powells Crossroads","Tennessee","Marion"
"Geneva","Indiana","Adams"
"Fairview","Utah","Sanpete"
"Ravenna","Nebraska","Buffalo"
"Indios","Puerto Rico","Guayanilla"
"Redway","California","Humboldt"
"Lampeter","Pennsylvania","Lancaster"
"Coats Bend","Alabama","Etowah"
"Nashotah","Wisconsin","Waukesha"
"Crane","Missouri","Stone"
"Grand Marais","Minnesota","Cook"
"Walnut Grove","Georgia","Walton"
"Minneota","Minnesota","Lyon"
"Cottage City","Maryland","Prince George's"
"Piney Mountain","Virginia","Albemarle"
"Lavalette","West Virginia","Wayne"
"Rutledge","Tennessee","Grainger"
"Dunlap","Ohio","Hamilton"
"Sheridan","California","Placer"
"Lower Lake","California","Lake"
"Farmingdale","New Jersey","Monmouth"
"Lake Riverside","California","Riverside"
"Charlack","Missouri","St. Louis"
"Barker Heights","North Carolina","Henderson"
"Pioche","Nevada","Lincoln"
"Nora Springs","Iowa","Floyd"
"Willacoochee","Georgia","Atkinson"
"Uintah","Utah","Weber"
"Woodville","Wisconsin","St. Croix"
"Emory","Texas","Rains"
"Kinsley","Kansas","Edwards"
"Mansura","Louisiana","Avoyelles"
"Ferndale","California","Humboldt"
"Woodbine","Georgia","Camden"
"Frenchtown","New Jersey","Hunterdon"
"Rosenhayn","New Jersey","Cumberland"
"Monroeville","Ohio","Huron"
"Enigma","Georgia","Berrien"
"Beechwood Village","Kentucky","Jefferson"
"Sneedville","Tennessee","Hancock"
"Beaver Dam","Arizona","Mohave"
"Hughestown","Pennsylvania","Luzerne"
"Rosebud","Texas","Falls"
"Gueydan","Louisiana","Vermilion"
"Spring Valley","Wisconsin","Pierce"
"Elmore","Alabama","Elmore"
"Munford","Alabama","Talladega"
"Plano","Kentucky","Warren"
"Tangent","Oregon","Linn"
"Owensville","Indiana","Gibson"
"Newville","Pennsylvania","Cumberland"
"Cerro Gordo","Illinois","Piatt"
"Winthrop","Minnesota","Sibley"
"Inglis","Florida","Levy"
"Eagle Butte","South Dakota","Dewey"
"Clarksville","Iowa","Butler"
"Blair","Wisconsin","Trempealeau"
"Carbonville","Utah","Carbon"
"Prince's Lakes","Indiana","Johnson"
"Trafalgar","Indiana","Johnson"
"Hazen","Arkansas","Prairie"
"Parker City","Indiana","Randolph"
"Byers","Colorado","Arapahoe"
"Robersonville","North Carolina","Martin"
"Hayden","Alabama","Blount"
"Lambert","Mississippi","Quitman"
"Johnson City","Kansas","Stanton"
"Shell Ridge","California","Contra Costa"
"Forreston","Illinois","Ogle"
"Monroeville","Indiana","Allen"
"Hartford","Illinois","Madison"
"Claypool Hill","Virginia","Tazewell"
"Penn Valley","California","Nevada"
"Chapman","Kansas","Dickinson"
"Morristown","Indiana","Shelby"
"Wood River","Nebraska","Hall"
"Winnebago","Minnesota","Faribault"
"Sublette","Kansas","Haskell"
"Tioga","North Dakota","Williams"
"Robins AFB","Georgia","Houston"
"New Rockford","North Dakota","Eddy"
"Sea Bright","New Jersey","Monmouth"
"Sperry","Oklahoma","Tulsa"
"Cresson","Texas","Hood"
"Park River","North Dakota","Walsh"
"Stottville","New York","Columbia"
"Claysburg","Pennsylvania","Blair"
"Weissport East","Pennsylvania","Carbon"
"Hayfield","Minnesota","Dodge"
"Marshall","Arkansas","Searcy"
"Phillips","Wisconsin","Price"
"Manson","Washington","Chelan"
"Aragon","Georgia","Polk"
"Advance","Missouri","Stoddard"
"Wymore","Nebraska","Gage"
"Wade","Mississippi","Jackson"
"North Utica","Illinois","LaSalle"
"Shokan","New York","Ulster"
"Lincolndale","New York","Westchester"
"Dauphin Island","Alabama","Mobile"
"Ruckersville","Virginia","Greene"
"Milan","Ohio","Erie"
"Inman","Kansas","McPherson"
"The Galena Territory","Illinois","Jo Daviess"
"Miller","South Dakota","Hand"
"Mogul","Nevada","Washoe"
"New Berlin","Illinois","Sangamon"
"Fincastle","Tennessee","Campbell"
"Tye","Texas","Taylor"
"Thermal","California","Riverside"
"Lanark","Illinois","Carroll"
"Robinhood","Mississippi","Rankin"
"Beverly","Ohio","Washington"
"Tennessee Ridge","Tennessee","Houston"
"Earlington","Kentucky","Hopkins"
"Litchfield","Michigan","Hillsdale"
"Okarche","Oklahoma","Canadian"
"Funny River","Alaska","Kenai Peninsula"
"Bridgeport","New York","Madison"
"Nokesville","Virginia","Prince William"
"Oriskany","New York","Oneida"
"Redstone Arsenal","Alabama","Madison"
"Brookside","Alabama","Jefferson"
"Laverne","Oklahoma","Harper"
"Stone Ridge","New York","Ulster"
"Saranac","Michigan","Ionia"
"Crooks","South Dakota","Minnehaha"
"Forest Meadows","California","Calaveras"
"Forest Lake","Illinois","Lake"
"Pine Knoll Shores","North Carolina","Carteret"
"Arlington","Georgia","Calhoun"
"Flemington","Pennsylvania","Clinton"
"Orangeville","Utah","Emery"
"South Uniontown","Pennsylvania","Fayette"
"Morrow","Ohio","Warren"
"Iva","South Carolina","Anderson"
"West Alexandria","Ohio","Preble"
"Mullens","West Virginia","Wyoming"
"Appleton","Minnesota","Swift"
"Pocono Springs","Pennsylvania","Wayne"
"Blowing Rock","North Carolina","Watauga"
"Bridgehampton","New York","Suffolk"
"Lone Jack","Missouri","Jackson"
"Lake Holiday","Indiana","Montgomery"
"Leesburg","Ohio","Highland"
"Flippin","Arkansas","Marion"
"Killian","Louisiana","Livingston"
"Minerva Park","Ohio","Franklin"
"Hawkins","Texas","Wood"
"China Grove","Texas","Bexar"
"Yates Center","Kansas","Woodson"
"Clifton","Illinois","Iroquois"
"Troy","Tennessee","Obion"
"Sutherland","Nebraska","Lincoln"
"Pecos","New Mexico","San Miguel"
"St. Jacob","Illinois","Madison"
"Marsing","Idaho","Owyhee"
"Honaker","Virginia","Russell"
"Ruhenstroth","Nevada","Douglas"
"Rich Hill","Missouri","Bates"
"Boston","Georgia","Thomas"
"Harper","Kansas","Harper"
"Schuylerville","New York","Saratoga"
"Frazeysburg","Ohio","Muskingum"
"Arlington","Nebraska","Washington"
"Goodwater","Alabama","Coosa"
"West Jefferson","North Carolina","Ashe"
"Conashaugh Lakes","Pennsylvania","Pike"
"Beaver","West Virginia","Raleigh"
"Boston Heights","Ohio","Summit"
"Deville","Louisiana","Rapides"
"Duluth","Washington","Clark"
"Bull Run Mountain Estates","Virginia","Prince William"
"Dysart","Iowa","Tama"
"Gerald","Missouri","Franklin"
"Babson Park","Florida","Polk"
"Naples","Texas","Morris"
"Sharon","Mississippi","Jones"
"Greenfield","Missouri","Dade"
"Arnolds Park","Iowa","Dickinson"
"Loganville","Pennsylvania","York"
"Berry Creek","California","Butte"
"Port Gibson","Mississippi","Claiborne"
"Glenmora","Louisiana","Rapides"
"Lakeview","Louisiana","Caddo"
"Fairview Park","Indiana","Vermillion"
"Robie Creek","Idaho","Boise"
"Avila Beach","California","San Luis Obispo"
"Maple Bluff","Wisconsin","Dane"
"Yutan","Nebraska","Saunders"
"Spring Hope","North Carolina","Nash"
"Elephant Butte","New Mexico","Sierra"
"Webberville","Michigan","Ingham"
"Brickerville","Pennsylvania","Lancaster"
"Shell Lake","Wisconsin","Washburn"
"Pierce City","Missouri","Lawrence"
"La Plata","Missouri","Macon"
"Granville","Illinois","Putnam"
"Elmer","New Jersey","Salem"
"Taylorsville","Kentucky","Spencer"
"Tieton","Washington","Yakima"
"Harold","Florida","Santa Rosa"
"Black Creek","Wisconsin","Outagamie"
"Bloomfield","New York","Ontario"
"Ranchitos del Norte","Texas","Starr"
"Cleveland","Alabama","Blount"
"Louisville","Nebraska","Cass"
"Green Springs","Ohio","Sandusky"
"Playita Cortada","Puerto Rico","Santa Isabel"
"Walnut","Illinois","Bureau"
"Siletz","Oregon","Lincoln"
"St. Vincent College","Pennsylvania","Westmoreland"
"Ansted","West Virginia","Fayette"
"Nellysford","Virginia","Nelson"
"Carnuel","New Mexico","Bernalillo"
"Clyde","North Carolina","Haywood"
"Discovery Harbour","Hawaii","Hawaii"
"Rutherford College","North Carolina","Burke"
"Warren","Illinois","Jo Daviess"
"Cedar Point","North Carolina","Carteret"
"Rodney Village","Delaware","Kent"
"Byron","California","Contra Costa"
"Tombstone","Arizona","Cochise"
"Bradford","Rhode Island","Washington"
"Independence","Wisconsin","Trempealeau"
"Ness City","Kansas","Ness"
"Wallis","Texas","Austin"
"Glenns Ferry","Idaho","Elmore"
"Elroy","Wisconsin","Juneau"
"Bellevue","Michigan","Eaton"
"Menahga","Minnesota","Wadena"
"Orange Grove","Texas","Jim Wells"
"Jordan","New York","Onondaga"
"Thorndale","Texas","Milam"
"Urania","Louisiana","LaSalle"
"Springville","Virginia","Tazewell"
"Wainaku","Hawaii","Hawaii"
"Roan Mountain","Tennessee","Carter"
"Peach Springs","Arizona","Mohave"
"Cedar Glen West","New Jersey","Ocean"
"Stryker","Ohio","Williams"
"Elkhart","Texas","Anderson"
"Coosada","Alabama","Elmore"
"Fairchilds","Texas","Fort Bend"
"Richlandtown","Pennsylvania","Bucks"
"Swede Heaven","Washington","Snohomish"
"Meggett","South Carolina","Charleston"
"Waukomis","Oklahoma","Garfield"
"Central City","Iowa","Linn"
"Gold Hill","Oregon","Jackson"
"Plattsburgh West","New York","Clinton"
"Gillett","Wisconsin","Oconto"
"Alamosa East","Colorado","Alamosa"
"Maharishi Vedic City","Iowa","Jefferson"
"Golden Valley","Nevada","Washoe"
"Herlong","California","Lassen"
